rownumber;Date;Day;Month;Year
5964;2016-04-29;29;4;2016
5965;2016-04-30;30;4;2016
5966;2016-05-01;1;5;2016
5967;2016-05-02;2;5;2016
5968;2016-05-03;3;5;2016
5969;2016-05-04;4;5;2016
5970;2016-05-05;5;5;2016
5971;2016-05-06;6;5;2016
5972;2016-05-07;7;5;2016
5973;2016-05-08;8;5;2016
5974;2016-05-09;9;5;2016
5975;2016-05-10;10;5;2016
5976;2016-05-11;11;5;2016
5977;2016-05-12;12;5;2016
5978;2016-05-13;13;5;2016
5979;2016-05-14;14;5;2016
5980;2016-05-15;15;5;2016
5981;2016-05-16;16;5;2016
5982;2016-05-17;17;5;2016
5983;2016-05-18;18;5;2016
5984;2016-05-19;19;5;2016
5985;2016-05-20;20;5;2016
5986;2016-05-21;21;5;2016
5987;2016-05-22;22;5;2016
5988;2016-05-23;23;5;2016
5989;2016-05-24;24;5;2016
5990;2016-05-25;25;5;2016
5991;2016-05-26;26;5;2016
5992;2016-05-27;27;5;2016
5993;2016-05-28;28;5;2016
5994;2016-05-29;29;5;2016
5995;2016-05-30;30;5;2016
5996;2016-05-31;31;5;2016
5997;2016-06-01;1;6;2016
5998;2016-06-02;2;6;2016
5999;2016-06-03;3;6;2016
6000;2016-06-04;4;6;2016
6001;2016-06-05;5;6;2016
6002;2016-06-06;6;6;2016
6003;2016-06-07;7;6;2016
6004;2016-06-08;8;6;2016
6005;2016-06-09;9;6;2016
6006;2016-06-10;10;6;2016
6007;2016-06-11;11;6;2016
6008;2016-06-12;12;6;2016
6009;2016-06-13;13;6;2016
6010;2016-06-14;14;6;2016
6011;2016-06-15;15;6;2016
6012;2016-06-16;16;6;2016
6013;2016-06-17;17;6;2016
6014;2016-06-18;18;6;2016
6015;2016-06-19;19;6;2016
6016;2016-06-20;20;6;2016
6017;2016-06-21;21;6;2016
6018;2016-06-22;22;6;2016
6019;2016-06-23;23;6;2016
6020;2016-06-24;24;6;2016
6021;2016-06-25;25;6;2016
6022;2016-06-26;26;6;2016
6023;2016-06-27;27;6;2016
6024;2016-06-28;28;6;2016
6025;2016-06-29;29;6;2016
6026;2016-06-30;30;6;2016
6027;2016-07-01;1;7;2016
6028;2016-07-02;2;7;2016
6029;2016-07-03;3;7;2016
6030;2016-07-04;4;7;2016
6031;2016-07-05;5;7;2016
6032;2016-07-06;6;7;2016
6033;2016-07-07;7;7;2016
6034;2016-07-08;8;7;2016
6035;2016-07-09;9;7;2016
6036;2016-07-10;10;7;2016
6037;2016-07-11;11;7;2016
6038;2016-07-12;12;7;2016
6039;2016-07-13;13;7;2016
6040;2016-07-14;14;7;2016
6041;2016-07-15;15;7;2016
6042;2016-07-16;16;7;2016
6043;2016-07-17;17;7;2016
6044;2016-07-18;18;7;2016
6045;2016-07-19;19;7;2016
6046;2016-07-20;20;7;2016
6047;2016-07-21;21;7;2016
6048;2016-07-22;22;7;2016
6049;2016-07-23;23;7;2016
6050;2016-07-24;24;7;2016
6051;2016-07-25;25;7;2016
6052;2016-07-26;26;7;2016
6053;2016-07-27;27;7;2016
6054;2016-07-28;28;7;2016
6055;2016-07-29;29;7;2016
6056;2016-07-30;30;7;2016
6057;2016-07-31;31;7;2016
6058;2016-08-01;1;8;2016
6059;2016-08-02;2;8;2016
6060;2016-08-03;3;8;2016
6061;2016-08-04;4;8;2016
6062;2016-08-05;5;8;2016
6063;2016-08-06;6;8;2016
6064;2016-08-07;7;8;2016
6065;2016-08-08;8;8;2016
6066;2016-08-09;9;8;2016
6067;2016-08-10;10;8;2016
6068;2016-08-11;11;8;2016
6069;2016-08-12;12;8;2016
6070;2016-08-13;13;8;2016
6071;2016-08-14;14;8;2016
6072;2016-08-15;15;8;2016
6073;2016-08-16;16;8;2016
6074;2016-08-17;17;8;2016
6075;2016-08-18;18;8;2016
6076;2016-08-19;19;8;2016
6077;2016-08-20;20;8;2016
6078;2016-08-21;21;8;2016
6079;2016-08-22;22;8;2016
6080;2016-08-23;23;8;2016
6081;2016-08-24;24;8;2016
6082;2016-08-25;25;8;2016
6083;2016-08-26;26;8;2016
6084;2016-08-27;27;8;2016
6085;2016-08-28;28;8;2016
6086;2016-08-29;29;8;2016
6087;2016-08-30;30;8;2016
6088;2016-08-31;31;8;2016
6089;2016-09-01;1;9;2016
6090;2016-09-02;2;9;2016
6091;2016-09-03;3;9;2016
6092;2016-09-04;4;9;2016
6093;2016-09-05;5;9;2016
6094;2016-09-06;6;9;2016
6095;2016-09-07;7;9;2016
6096;2016-09-08;8;9;2016
6097;2016-09-09;9;9;2016
6098;2016-09-10;10;9;2016
6099;2016-09-11;11;9;2016
6100;2016-09-12;12;9;2016
6101;2016-09-13;13;9;2016
6102;2016-09-14;14;9;2016
6103;2016-09-15;15;9;2016
6104;2016-09-16;16;9;2016
6105;2016-09-17;17;9;2016
6106;2016-09-18;18;9;2016
6107;2016-09-19;19;9;2016
6108;2016-09-20;20;9;2016
6109;2016-09-21;21;9;2016
6110;2016-09-22;22;9;2016
6111;2016-09-23;23;9;2016
6112;2016-09-24;24;9;2016
6113;2016-09-25;25;9;2016
6114;2016-09-26;26;9;2016
6115;2016-09-27;27;9;2016
6116;2016-09-28;28;9;2016
6117;2016-09-29;29;9;2016
6118;2016-09-30;30;9;2016
6119;2016-10-01;1;10;2016
6120;2016-10-02;2;10;2016
6121;2016-10-03;3;10;2016
6122;2016-10-04;4;10;2016
6123;2016-10-05;5;10;2016
6124;2016-10-06;6;10;2016
6125;2016-10-07;7;10;2016
6126;2016-10-08;8;10;2016
6127;2016-10-09;9;10;2016
6128;2016-10-10;10;10;2016
6129;2016-10-11;11;10;2016
6130;2016-10-12;12;10;2016
6131;2016-10-13;13;10;2016
6132;2016-10-14;14;10;2016
6133;2016-10-15;15;10;2016
6134;2016-10-16;16;10;2016
6135;2016-10-17;17;10;2016
6136;2016-10-18;18;10;2016
6137;2016-10-19;19;10;2016
6138;2016-10-20;20;10;2016
6139;2016-10-21;21;10;2016
6140;2016-10-22;22;10;2016
6141;2016-10-23;23;10;2016
6142;2016-10-24;24;10;2016
6143;2016-10-25;25;10;2016
6144;2016-10-26;26;10;2016
6145;2016-10-27;27;10;2016
6146;2016-10-28;28;10;2016
6147;2016-10-29;29;10;2016
6148;2016-10-30;30;10;2016
6149;2016-10-31;31;10;2016
6150;2016-11-01;1;11;2016
6151;2016-11-02;2;11;2016
6152;2016-11-03;3;11;2016
6153;2016-11-04;4;11;2016
6154;2016-11-05;5;11;2016
6155;2016-11-06;6;11;2016
6156;2016-11-07;7;11;2016
6157;2016-11-08;8;11;2016
6158;2016-11-09;9;11;2016
6159;2016-11-10;10;11;2016
6160;2016-11-11;11;11;2016
6161;2016-11-12;12;11;2016
6162;2016-11-13;13;11;2016
6163;2016-11-14;14;11;2016
6164;2016-11-15;15;11;2016
6165;2016-11-16;16;11;2016
6166;2016-11-17;17;11;2016
6167;2016-11-18;18;11;2016
6168;2016-11-19;19;11;2016
6169;2016-11-20;20;11;2016
6170;2016-11-21;21;11;2016
6171;2016-11-22;22;11;2016
6172;2016-11-23;23;11;2016
6173;2016-11-24;24;11;2016
6174;2016-11-25;25;11;2016
6175;2016-11-26;26;11;2016
6176;2016-11-27;27;11;2016
6177;2016-11-28;28;11;2016
6178;2016-11-29;29;11;2016
6179;2016-11-30;30;11;2016
6180;2016-12-01;1;12;2016
6181;2016-12-02;2;12;2016
6182;2016-12-03;3;12;2016
6183;2016-12-04;4;12;2016
6184;2016-12-05;5;12;2016
6185;2016-12-06;6;12;2016
6186;2016-12-07;7;12;2016
6187;2016-12-08;8;12;2016
6188;2016-12-09;9;12;2016
6189;2016-12-10;10;12;2016
6190;2016-12-11;11;12;2016
6191;2016-12-12;12;12;2016
6192;2016-12-13;13;12;2016
6193;2016-12-14;14;12;2016
6194;2016-12-15;15;12;2016
6195;2016-12-16;16;12;2016
6196;2016-12-17;17;12;2016
6197;2016-12-18;18;12;2016
6198;2016-12-19;19;12;2016
6199;2016-12-20;20;12;2016
6200;2016-12-21;21;12;2016
6201;2016-12-22;22;12;2016
6202;2016-12-23;23;12;2016
6203;2016-12-24;24;12;2016
6204;2016-12-25;25;12;2016
6205;2016-12-26;26;12;2016
6206;2016-12-27;27;12;2016
6207;2016-12-28;28;12;2016
6208;2016-12-29;29;12;2016
6209;2016-12-30;30;12;2016
6210;2016-12-31;31;12;2016
6211;2017-01-01;1;1;2017
6212;2017-01-02;2;1;2017
6213;2017-01-03;3;1;2017
6214;2017-01-04;4;1;2017
6215;2017-01-05;5;1;2017
6216;2017-01-06;6;1;2017
6217;2017-01-07;7;1;2017
6218;2017-01-08;8;1;2017
6219;2017-01-09;9;1;2017
6220;2017-01-10;10;1;2017
6221;2017-01-11;11;1;2017
6222;2017-01-12;12;1;2017
6223;2017-01-13;13;1;2017
6224;2017-01-14;14;1;2017
6225;2017-01-15;15;1;2017
6226;2017-01-16;16;1;2017
6227;2017-01-17;17;1;2017
6228;2017-01-18;18;1;2017
6229;2017-01-19;19;1;2017
6230;2017-01-20;20;1;2017
6231;2017-01-21;21;1;2017
6232;2017-01-22;22;1;2017
6233;2017-01-23;23;1;2017
6234;2017-01-24;24;1;2017
6235;2017-01-25;25;1;2017
6236;2017-01-26;26;1;2017
6237;2017-01-27;27;1;2017
6238;2017-01-28;28;1;2017
6239;2017-01-29;29;1;2017
6240;2017-01-30;30;1;2017
6241;2017-01-31;31;1;2017
6242;2017-02-01;1;2;2017
6243;2017-02-02;2;2;2017
6244;2017-02-03;3;2;2017
6245;2017-02-04;4;2;2017
6246;2017-02-05;5;2;2017
6247;2017-02-06;6;2;2017
6248;2017-02-07;7;2;2017
6249;2017-02-08;8;2;2017
6250;2017-02-09;9;2;2017
6251;2017-02-10;10;2;2017
6252;2017-02-11;11;2;2017
6253;2017-02-12;12;2;2017
6254;2017-02-13;13;2;2017
6255;2017-02-14;14;2;2017
6256;2017-02-15;15;2;2017
6257;2017-02-16;16;2;2017
6258;2017-02-17;17;2;2017
6259;2017-02-18;18;2;2017
6260;2017-02-19;19;2;2017
6261;2017-02-20;20;2;2017
6262;2017-02-21;21;2;2017
6263;2017-02-22;22;2;2017
6264;2017-02-23;23;2;2017
6265;2017-02-24;24;2;2017
6266;2017-02-25;25;2;2017
6267;2017-02-26;26;2;2017
6268;2017-02-27;27;2;2017
6269;2017-02-28;28;2;2017
6270;2017-03-01;1;3;2017
6271;2017-03-02;2;3;2017
6272;2017-03-03;3;3;2017
6273;2017-03-04;4;3;2017
6274;2017-03-05;5;3;2017
6275;2017-03-06;6;3;2017
6276;2017-03-07;7;3;2017
6277;2017-03-08;8;3;2017
6278;2017-03-09;9;3;2017
6279;2017-03-10;10;3;2017
6280;2017-03-11;11;3;2017
6281;2017-03-12;12;3;2017
6282;2017-03-13;13;3;2017
6283;2017-03-14;14;3;2017
6284;2017-03-15;15;3;2017
6285;2017-03-16;16;3;2017
6286;2017-03-17;17;3;2017
6287;2017-03-18;18;3;2017
6288;2017-03-19;19;3;2017
6289;2017-03-20;20;3;2017
6290;2017-03-21;21;3;2017
6291;2017-03-22;22;3;2017
6292;2017-03-23;23;3;2017
6293;2017-03-24;24;3;2017
6294;2017-03-25;25;3;2017
6295;2017-03-26;26;3;2017
6296;2017-03-27;27;3;2017
6297;2017-03-28;28;3;2017
6298;2017-03-29;29;3;2017
6299;2017-03-30;30;3;2017
6300;2017-03-31;31;3;2017
6301;2017-04-01;1;4;2017
6302;2017-04-02;2;4;2017
6303;2017-04-03;3;4;2017
6304;2017-04-04;4;4;2017
6305;2017-04-05;5;4;2017
6306;2017-04-06;6;4;2017
6307;2017-04-07;7;4;2017
6308;2017-04-08;8;4;2017
6309;2017-04-09;9;4;2017
6310;2017-04-10;10;4;2017
6311;2017-04-11;11;4;2017
6312;2017-04-12;12;4;2017
6313;2017-04-13;13;4;2017
6314;2017-04-14;14;4;2017
6315;2017-04-15;15;4;2017
6316;2017-04-16;16;4;2017
6317;2017-04-17;17;4;2017
6318;2017-04-18;18;4;2017
6319;2017-04-19;19;4;2017
6320;2017-04-20;20;4;2017
6321;2017-04-21;21;4;2017
6322;2017-04-22;22;4;2017
6323;2017-04-23;23;4;2017
6324;2017-04-24;24;4;2017
6325;2017-04-25;25;4;2017
6326;2017-04-26;26;4;2017
6327;2017-04-27;27;4;2017
6328;2017-04-28;28;4;2017
6329;2017-04-29;29;4;2017
6330;2017-04-30;30;4;2017
6331;2017-05-01;1;5;2017
6332;2017-05-02;2;5;2017
6333;2017-05-03;3;5;2017
6334;2017-05-04;4;5;2017
6335;2017-05-05;5;5;2017
6336;2017-05-06;6;5;2017
6337;2017-05-07;7;5;2017
6338;2017-05-08;8;5;2017
6339;2017-05-09;9;5;2017
6340;2017-05-10;10;5;2017
6341;2017-05-11;11;5;2017
6342;2017-05-12;12;5;2017
6343;2017-05-13;13;5;2017
6344;2017-05-14;14;5;2017
6345;2017-05-15;15;5;2017
6346;2017-05-16;16;5;2017
6347;2017-05-17;17;5;2017
6348;2017-05-18;18;5;2017
6349;2017-05-19;19;5;2017
6350;2017-05-20;20;5;2017
6351;2017-05-21;21;5;2017
6352;2017-05-22;22;5;2017
6353;2017-05-23;23;5;2017
6354;2017-05-24;24;5;2017
6355;2017-05-25;25;5;2017
6356;2017-05-26;26;5;2017
6357;2017-05-27;27;5;2017
6358;2017-05-28;28;5;2017
6359;2017-05-29;29;5;2017
6360;2017-05-30;30;5;2017
6361;2017-05-31;31;5;2017
6362;2017-06-01;1;6;2017
6363;2017-06-02;2;6;2017
6364;2017-06-03;3;6;2017
6365;2017-06-04;4;6;2017
6366;2017-06-05;5;6;2017
6367;2017-06-06;6;6;2017
6368;2017-06-07;7;6;2017
6369;2017-06-08;8;6;2017
6370;2017-06-09;9;6;2017
6371;2017-06-10;10;6;2017
6372;2017-06-11;11;6;2017
6373;2017-06-12;12;6;2017
6374;2017-06-13;13;6;2017
6375;2017-06-14;14;6;2017
6376;2017-06-15;15;6;2017
6377;2017-06-16;16;6;2017
6378;2017-06-17;17;6;2017
6379;2017-06-18;18;6;2017
6380;2017-06-19;19;6;2017
6381;2017-06-20;20;6;2017
6382;2017-06-21;21;6;2017
6383;2017-06-22;22;6;2017
6384;2017-06-23;23;6;2017
6385;2017-06-24;24;6;2017
6386;2017-06-25;25;6;2017
6387;2017-06-26;26;6;2017
6388;2017-06-27;27;6;2017
6389;2017-06-28;28;6;2017
6390;2017-06-29;29;6;2017
6391;2017-06-30;30;6;2017
6392;2017-07-01;1;7;2017
6393;2017-07-02;2;7;2017
6394;2017-07-03;3;7;2017
6395;2017-07-04;4;7;2017
6396;2017-07-05;5;7;2017
6397;2017-07-06;6;7;2017
6398;2017-07-07;7;7;2017
6399;2017-07-08;8;7;2017
6400;2017-07-09;9;7;2017
6401;2017-07-10;10;7;2017
6402;2017-07-11;11;7;2017
6403;2017-07-12;12;7;2017
6404;2017-07-13;13;7;2017
6405;2017-07-14;14;7;2017
6406;2017-07-15;15;7;2017
6407;2017-07-16;16;7;2017
6408;2017-07-17;17;7;2017
6409;2017-07-18;18;7;2017
6410;2017-07-19;19;7;2017
6411;2017-07-20;20;7;2017
6412;2017-07-21;21;7;2017
6413;2017-07-22;22;7;2017
6414;2017-07-23;23;7;2017
6415;2017-07-24;24;7;2017
6416;2017-07-25;25;7;2017
6417;2017-07-26;26;7;2017
6418;2017-07-27;27;7;2017
6419;2017-07-28;28;7;2017
6420;2017-07-29;29;7;2017
6421;2017-07-30;30;7;2017
6422;2017-07-31;31;7;2017
6423;2017-08-01;1;8;2017
6424;2017-08-02;2;8;2017
6425;2017-08-03;3;8;2017
6426;2017-08-04;4;8;2017
6427;2017-08-05;5;8;2017
6428;2017-08-06;6;8;2017
6429;2017-08-07;7;8;2017
6430;2017-08-08;8;8;2017
6431;2017-08-09;9;8;2017
6432;2017-08-10;10;8;2017
6433;2017-08-11;11;8;2017
6434;2017-08-12;12;8;2017
6435;2017-08-13;13;8;2017
6436;2017-08-14;14;8;2017
6437;2017-08-15;15;8;2017
6438;2017-08-16;16;8;2017
6439;2017-08-17;17;8;2017
6440;2017-08-18;18;8;2017
6441;2017-08-19;19;8;2017
6442;2017-08-20;20;8;2017
6443;2017-08-21;21;8;2017
6444;2017-08-22;22;8;2017
6445;2017-08-23;23;8;2017
6446;2017-08-24;24;8;2017
6447;2017-08-25;25;8;2017
6448;2017-08-26;26;8;2017
6449;2017-08-27;27;8;2017
6450;2017-08-28;28;8;2017
6451;2017-08-29;29;8;2017
6452;2017-08-30;30;8;2017
6453;2017-08-31;31;8;2017
6454;2017-09-01;1;9;2017
6455;2017-09-02;2;9;2017
6456;2017-09-03;3;9;2017
6457;2017-09-04;4;9;2017
6458;2017-09-05;5;9;2017
6459;2017-09-06;6;9;2017
6460;2017-09-07;7;9;2017
6461;2017-09-08;8;9;2017
6462;2017-09-09;9;9;2017
6463;2017-09-10;10;9;2017
6464;2017-09-11;11;9;2017
6465;2017-09-12;12;9;2017
6466;2017-09-13;13;9;2017
6467;2017-09-14;14;9;2017
6468;2017-09-15;15;9;2017
6469;2017-09-16;16;9;2017
6470;2017-09-17;17;9;2017
6471;2017-09-18;18;9;2017
6472;2017-09-19;19;9;2017
6473;2017-09-20;20;9;2017
6474;2017-09-21;21;9;2017
6475;2017-09-22;22;9;2017
6476;2017-09-23;23;9;2017
6477;2017-09-24;24;9;2017
6478;2017-09-25;25;9;2017
6479;2017-09-26;26;9;2017
6480;2017-09-27;27;9;2017
6481;2017-09-28;28;9;2017
6482;2017-09-29;29;9;2017
6483;2017-09-30;30;9;2017
6484;2017-10-01;1;10;2017
6485;2017-10-02;2;10;2017
6486;2017-10-03;3;10;2017
6487;2017-10-04;4;10;2017
6488;2017-10-05;5;10;2017
6489;2017-10-06;6;10;2017
6490;2017-10-07;7;10;2017
6491;2017-10-08;8;10;2017
6492;2017-10-09;9;10;2017
6493;2017-10-10;10;10;2017
6494;2017-10-11;11;10;2017
6495;2017-10-12;12;10;2017
6496;2017-10-13;13;10;2017
6497;2017-10-14;14;10;2017
6498;2017-10-15;15;10;2017
6499;2017-10-16;16;10;2017
6500;2017-10-17;17;10;2017
6501;2017-10-18;18;10;2017
6502;2017-10-19;19;10;2017
6503;2017-10-20;20;10;2017
6504;2017-10-21;21;10;2017
6505;2017-10-22;22;10;2017
6506;2017-10-23;23;10;2017
6507;2017-10-24;24;10;2017
6508;2017-10-25;25;10;2017
6509;2017-10-26;26;10;2017
6510;2017-10-27;27;10;2017
6511;2017-10-28;28;10;2017
6512;2017-10-29;29;10;2017
6513;2017-10-30;30;10;2017
6514;2017-10-31;31;10;2017
6515;2017-11-01;1;11;2017
6516;2017-11-02;2;11;2017
6517;2017-11-03;3;11;2017
6518;2017-11-04;4;11;2017
6519;2017-11-05;5;11;2017
6520;2017-11-06;6;11;2017
6521;2017-11-07;7;11;2017
6522;2017-11-08;8;11;2017
6523;2017-11-09;9;11;2017
6524;2017-11-10;10;11;2017
6525;2017-11-11;11;11;2017
6526;2017-11-12;12;11;2017
6527;2017-11-13;13;11;2017
6528;2017-11-14;14;11;2017
6529;2017-11-15;15;11;2017
6530;2017-11-16;16;11;2017
6531;2017-11-17;17;11;2017
6532;2017-11-18;18;11;2017
6533;2017-11-19;19;11;2017
6534;2017-11-20;20;11;2017
6535;2017-11-21;21;11;2017
6536;2017-11-22;22;11;2017
6537;2017-11-23;23;11;2017
6538;2017-11-24;24;11;2017
6539;2017-11-25;25;11;2017
6540;2017-11-26;26;11;2017
6541;2017-11-27;27;11;2017
6542;2017-11-28;28;11;2017
6543;2017-11-29;29;11;2017
6544;2017-11-30;30;11;2017
6545;2017-12-01;1;12;2017
6546;2017-12-02;2;12;2017
6547;2017-12-03;3;12;2017
6548;2017-12-04;4;12;2017
6549;2017-12-05;5;12;2017
6550;2017-12-06;6;12;2017
6551;2017-12-07;7;12;2017
6552;2017-12-08;8;12;2017
6553;2017-12-09;9;12;2017
6554;2017-12-10;10;12;2017
6555;2017-12-11;11;12;2017
6556;2017-12-12;12;12;2017
6557;2017-12-13;13;12;2017
6558;2017-12-14;14;12;2017
6559;2017-12-15;15;12;2017
6560;2017-12-16;16;12;2017
6561;2017-12-17;17;12;2017
6562;2017-12-18;18;12;2017
6563;2017-12-19;19;12;2017
6564;2017-12-20;20;12;2017
6565;2017-12-21;21;12;2017
6566;2017-12-22;22;12;2017
6567;2017-12-23;23;12;2017
6568;2017-12-24;24;12;2017
6569;2017-12-25;25;12;2017
6570;2017-12-26;26;12;2017
6571;2017-12-27;27;12;2017
6572;2017-12-28;28;12;2017
6573;2017-12-29;29;12;2017
6574;2017-12-30;30;12;2017
6575;2017-12-31;31;12;2017
6576;2018-01-01;1;1;2018
6577;2018-01-02;2;1;2018
6578;2018-01-03;3;1;2018
6579;2018-01-04;4;1;2018
6580;2018-01-05;5;1;2018
6581;2018-01-06;6;1;2018
6582;2018-01-07;7;1;2018
6583;2018-01-08;8;1;2018
6584;2018-01-09;9;1;2018
6585;2018-01-10;10;1;2018
6586;2018-01-11;11;1;2018
6587;2018-01-12;12;1;2018
6588;2018-01-13;13;1;2018
6589;2018-01-14;14;1;2018
6590;2018-01-15;15;1;2018
6591;2018-01-16;16;1;2018
6592;2018-01-17;17;1;2018
6593;2018-01-18;18;1;2018
6594;2018-01-19;19;1;2018
6595;2018-01-20;20;1;2018
6596;2018-01-21;21;1;2018
6597;2018-01-22;22;1;2018
6598;2018-01-23;23;1;2018
6599;2018-01-24;24;1;2018
6600;2018-01-25;25;1;2018
6601;2018-01-26;26;1;2018
6602;2018-01-27;27;1;2018
6603;2018-01-28;28;1;2018
6604;2018-01-29;29;1;2018
6605;2018-01-30;30;1;2018
6606;2018-01-31;31;1;2018
6607;2018-02-01;1;2;2018
6608;2018-02-02;2;2;2018
6609;2018-02-03;3;2;2018
6610;2018-02-04;4;2;2018
6611;2018-02-05;5;2;2018
6612;2018-02-06;6;2;2018
6613;2018-02-07;7;2;2018
6614;2018-02-08;8;2;2018
6615;2018-02-09;9;2;2018
6616;2018-02-10;10;2;2018
6617;2018-02-11;11;2;2018
6618;2018-02-12;12;2;2018
6619;2018-02-13;13;2;2018
6620;2018-02-14;14;2;2018
6621;2018-02-15;15;2;2018
6622;2018-02-16;16;2;2018
6623;2018-02-17;17;2;2018
6624;2018-02-18;18;2;2018
6625;2018-02-19;19;2;2018
6626;2018-02-20;20;2;2018
6627;2018-02-21;21;2;2018
6628;2018-02-22;22;2;2018
6629;2018-02-23;23;2;2018
6630;2018-02-24;24;2;2018
6631;2018-02-25;25;2;2018
6632;2018-02-26;26;2;2018
6633;2018-02-27;27;2;2018
6634;2018-02-28;28;2;2018
6635;2018-03-01;1;3;2018
6636;2018-03-02;2;3;2018
6637;2018-03-03;3;3;2018
6638;2018-03-04;4;3;2018
6639;2018-03-05;5;3;2018
6640;2018-03-06;6;3;2018
6641;2018-03-07;7;3;2018
6642;2018-03-08;8;3;2018
6643;2018-03-09;9;3;2018
6644;2018-03-10;10;3;2018
6645;2018-03-11;11;3;2018
6646;2018-03-12;12;3;2018
6647;2018-03-13;13;3;2018
6648;2018-03-14;14;3;2018
6649;2018-03-15;15;3;2018
6650;2018-03-16;16;3;2018
6651;2018-03-17;17;3;2018
6652;2018-03-18;18;3;2018
6653;2018-03-19;19;3;2018
6654;2018-03-20;20;3;2018
6655;2018-03-21;21;3;2018
6656;2018-03-22;22;3;2018
6657;2018-03-23;23;3;2018
6658;2018-03-24;24;3;2018
6659;2018-03-25;25;3;2018
6660;2018-03-26;26;3;2018
6661;2018-03-27;27;3;2018
6662;2018-03-28;28;3;2018
6663;2018-03-29;29;3;2018
6664;2018-03-30;30;3;2018
6665;2018-03-31;31;3;2018
6666;2018-04-01;1;4;2018
6667;2018-04-02;2;4;2018
6668;2018-04-03;3;4;2018
6669;2018-04-04;4;4;2018
6670;2018-04-05;5;4;2018
6671;2018-04-06;6;4;2018
6672;2018-04-07;7;4;2018
6673;2018-04-08;8;4;2018
6674;2018-04-09;9;4;2018
6675;2018-04-10;10;4;2018
6676;2018-04-11;11;4;2018
6677;2018-04-12;12;4;2018
6678;2018-04-13;13;4;2018
6679;2018-04-14;14;4;2018
6680;2018-04-15;15;4;2018
6681;2018-04-16;16;4;2018
6682;2018-04-17;17;4;2018
6683;2018-04-18;18;4;2018
6684;2018-04-19;19;4;2018
6685;2018-04-20;20;4;2018
6686;2018-04-21;21;4;2018
6687;2018-04-22;22;4;2018
6688;2018-04-23;23;4;2018
6689;2018-04-24;24;4;2018
6690;2018-04-25;25;4;2018
6691;2018-04-26;26;4;2018
6692;2018-04-27;27;4;2018
6693;2018-04-28;28;4;2018
6694;2018-04-29;29;4;2018
6695;2018-04-30;30;4;2018
6696;2018-05-01;1;5;2018
6697;2018-05-02;2;5;2018
6698;2018-05-03;3;5;2018
6699;2018-05-04;4;5;2018
6700;2018-05-05;5;5;2018
6701;2018-05-06;6;5;2018
6702;2018-05-07;7;5;2018
6703;2018-05-08;8;5;2018
6704;2018-05-09;9;5;2018
6705;2018-05-10;10;5;2018
6706;2018-05-11;11;5;2018
6707;2018-05-12;12;5;2018
6708;2018-05-13;13;5;2018
6709;2018-05-14;14;5;2018
6710;2018-05-15;15;5;2018
6711;2018-05-16;16;5;2018
6712;2018-05-17;17;5;2018
6713;2018-05-18;18;5;2018
6714;2018-05-19;19;5;2018
6715;2018-05-20;20;5;2018
6716;2018-05-21;21;5;2018
6717;2018-05-22;22;5;2018
6718;2018-05-23;23;5;2018
6719;2018-05-24;24;5;2018
6720;2018-05-25;25;5;2018
6721;2018-05-26;26;5;2018
6722;2018-05-27;27;5;2018
6723;2018-05-28;28;5;2018
6724;2018-05-29;29;5;2018
6725;2018-05-30;30;5;2018
6726;2018-05-31;31;5;2018
6727;2018-06-01;1;6;2018
6728;2018-06-02;2;6;2018
6729;2018-06-03;3;6;2018
6730;2018-06-04;4;6;2018
6731;2018-06-05;5;6;2018
6732;2018-06-06;6;6;2018
6733;2018-06-07;7;6;2018
6734;2018-06-08;8;6;2018
6735;2018-06-09;9;6;2018
6736;2018-06-10;10;6;2018
6737;2018-06-11;11;6;2018
6738;2018-06-12;12;6;2018
6739;2018-06-13;13;6;2018
6740;2018-06-14;14;6;2018
6741;2018-06-15;15;6;2018
6742;2018-06-16;16;6;2018
6743;2018-06-17;17;6;2018
6744;2018-06-18;18;6;2018
6745;2018-06-19;19;6;2018
6746;2018-06-20;20;6;2018
6747;2018-06-21;21;6;2018
6748;2018-06-22;22;6;2018
6749;2018-06-23;23;6;2018
6750;2018-06-24;24;6;2018
6751;2018-06-25;25;6;2018
6752;2018-06-26;26;6;2018
6753;2018-06-27;27;6;2018
6754;2018-06-28;28;6;2018
6755;2018-06-29;29;6;2018
6756;2018-06-30;30;6;2018
6757;2018-07-01;1;7;2018
6758;2018-07-02;2;7;2018
6759;2018-07-03;3;7;2018
6760;2018-07-04;4;7;2018
6761;2018-07-05;5;7;2018
6762;2018-07-06;6;7;2018
6763;2018-07-07;7;7;2018
6764;2018-07-08;8;7;2018
6765;2018-07-09;9;7;2018
6766;2018-07-10;10;7;2018
6767;2018-07-11;11;7;2018
6768;2018-07-12;12;7;2018
6769;2018-07-13;13;7;2018
6770;2018-07-14;14;7;2018
6771;2018-07-15;15;7;2018
6772;2018-07-16;16;7;2018
6773;2018-07-17;17;7;2018
6774;2018-07-18;18;7;2018
6775;2018-07-19;19;7;2018
6776;2018-07-20;20;7;2018
6777;2018-07-21;21;7;2018
6778;2018-07-22;22;7;2018
6779;2018-07-23;23;7;2018
6780;2018-07-24;24;7;2018
6781;2018-07-25;25;7;2018
6782;2018-07-26;26;7;2018
6783;2018-07-27;27;7;2018
6784;2018-07-28;28;7;2018
6785;2018-07-29;29;7;2018
